,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rmdn1,8.15E-11,0.163385903,0.849,0.825,2.17E-06
Rmdn2,0.704250503,0.156439892,0.086,0.089,1
Rmdn3,0.845811116,0.063591145,0.254,0.256,1
Rmi1,0.009382703,-0.110863256,0.058,0.069,1
Rmi2,0.105866696,-0.227553695,0.03,0.035,1
Rmnd1,2.32E-18,-0.206575072,0.514,0.588,6.16E-14
Rmnd5a,0.644177563,-0.010469041,0.545,0.564,1
Rmnd5b,4.93E-06,-0.122230159,0.225,0.262,0.131198554
Rmst,0.000929762,-0.104600905,0.492,0.524,1
Rnaseh1,3.57E-05,-0.146404981,0.082,0.103,0.948517715
Rnaseh2a,3.72E-08,-0.309552791,0.17,0.206,0.00098887
Rnaseh2b,0.081943685,0.174303138,0.111,0.103,1
Rnaseh2c,8.40E-12,-0.429362511,0.111,0.15,2.23E-07
Rnasek,8.84E-12,-0.192601824,0.237,0.292,2.35E-07
Rnasel,0.403067153,0.049839628,0.039,0.036,1
Rnaset2a,0.029742742,-0.213062328,0.034,0.041,1
Rnaset2b,0.00365651,-0.225433042,0.051,0.063,1
Rnd1,1.11E-05,-0.106011432,0.088,0.111,0.293834354
Rnd2,0.007709463,-0.083925481,0.026,0.034,1
Rnd3,0.100140585,0.082030513,0.093,0.103,1
Rnf10,0.025088736,-0.016308358,0.373,0.4,1
Rnf103,0.262643751,0.030420158,0.378,0.397,1
Rnf11,0.029202268,-0.039849528,0.393,0.421,1
Rnf111,0.013851318,-0.027326916,0.687,0.714,1
Rnf112,4.03E-48,-0.468738988,0.55,0.637,1.07E-43
Rnf113a1,0.137318249,-0.255451473,0.024,0.028,1
Rnf113a2,4.20E-05,-0.478145603,0.038,0.052,1
Rnf114,0.004979221,-0.040438504,0.296,0.325,1
Rnf115,0.45350289,-0.020246016,0.566,0.586,1
Rnf121,0.000728454,0.161227825,0.422,0.407,1
Rnf122,0.056343304,-0.705876587,0.008,0.011,1
Rnf123,0.00033949,-0.054012815,0.3,0.337,1
Rnf125,0.112872724,0.196289306,0.011,0.008,1
Rnf126,1.07E-35,-0.590444169,0.196,0.287,2.85E-31
Rnf128,0.227090812,0.030918829,0.231,0.244,1
Rnf13,0.008696442,-0.048679204,0.657,0.685,1
Rnf130,0.221088686,0.042221304,0.744,0.751,1
Rnf138,3.76E-19,-0.239283535,0.542,0.619,9.99E-15
Rnf139,0.136196825,-0.042688604,0.153,0.164,1
Rnf14,0.011249664,-0.047619111,0.633,0.658,1
Rnf141,0.001247451,0.271457562,0.198,0.18,1
Rnf144a,5.56E-06,-0.084973001,0.202,0.236,0.147808399
Rnf144b,0.37622522,0.178459358,0.204,0.202,1
Rnf145,0.028727121,0.13399956,0.416,0.414,1
Rnf146,0.130391786,-0.002105161,0.314,0.333,1
Rnf149,0.001163388,-0.051702371,0.325,0.357,1
Rnf150,1.48E-24,0.232010892,0.815,0.811,3.94E-20
Rnf152,0.883892781,0.039652026,0.33,0.337,1
Rnf157,0.13005304,-0.005497584,0.847,0.847,1
Rnf165,0.001149464,0.157985284,0.472,0.468,1
Rnf166,0.670639229,0.0468212,0.267,0.276,1
Rnf167,0.060311518,0.005132425,0.203,0.22,1
Rnf168,0.000540247,-0.124495065,0.277,0.308,1
Rnf169,4.96E-23,0.297127596,0.694,0.65,1.32E-18
