,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Tfpi,1.82E-08,1.489935251,0.03,0.006,0.000448042
Tfpt,0.005904208,-0.095131902,0.164,0.12,1
Tfr2,0.133234386,0.387720194,0.03,0.021,1
Tfrc,0.020421252,-0.431161061,0.424,0.413,1
Tgds,0.968142795,-0.486800047,0.066,0.064,1
Tgfb1,0.000400748,1.826434382,0.013,0.003,1
Tgfb1i1,2.85E-15,0.927983875,0.133,0.052,7.03E-11
Tgfb2,1.62E-74,1.563816218,0.518,0.199,4.01E-70
Tgfb3,0.001080695,-1.23586625,0.023,0.048,1
Tgfbr1,0.035304313,-0.394537384,0.163,0.188,1
Tgfbr2,4.30E-18,2.192214336,0.056,0.009,1.06E-13
Tgfbr3,0.00786968,-0.422326357,0.293,0.319,1
Tgfbr3l,0.001442072,0.20559711,0.057,0.033,1
Tgfbrap1,0.943912951,-0.124726051,0.293,0.272,1
Tgif1,8.01E-12,2.584765506,0.032,0.005,1.98E-07
Tgm1,0.003494134,0.887510258,0.03,0.015,1
Tgm2,0.285381289,-0.833912334,0.025,0.031,1
Tgm3,0.110060837,-0.714695455,0.018,0.027,1
Tgm4,0.859102275,-0.295471541,0.037,0.035,1
Tgm7,0.012664718,0.896065216,0.02,0.01,1
Tgoln1,1.31E-10,0.414442251,0.215,0.12,3.23E-06
Tgs1,0.021678731,0.016774369,0.468,0.388,1
Tha1,0.289439252,-0.709482356,0.034,0.041,1
Thada,0.9556339,-0.058595237,0.706,0.624,1
Thap1,0.313524773,0.059825614,0.049,0.041,1
Thap11,0.085240144,-1.816302221,0.007,0.014,1
Thap12,0.029022871,-0.744870033,0.121,0.144,1
Thap2,0.000722876,-0.535130846,0.343,0.369,1
Thap3,2.66E-08,-0.927713794,0.215,0.29,0.000656514
Thap4,5.30E-12,0.386661679,0.318,0.19,1.31E-07
Thap7,0.088626789,-0.865653555,0.026,0.037,1
Thap8,0.000152739,0.792553451,0.029,0.011,1
Thbs1,1.15E-13,4.604074863,0.021,0,2.84E-09
Thbs3,1.12E-15,1.086312762,0.104,0.035,2.77E-11
Thegl,0.46851169,-0.515345367,0.02,0.024,1
Them4,0.000231561,0.061031554,0.198,0.138,1
Them6,0.504089472,-0.375886197,0.037,0.032,1
Them7,0.012894543,1.205186923,0.012,0.005,1
Thg1l,0.036036796,0.28109317,0.043,0.028,1
Thnsl1,0.00153286,-0.861547343,0.169,0.203,1
Thnsl2,0.442318345,-0.38934536,0.018,0.022,1
Thoc1,4.33E-06,-0.219467451,0.867,0.842,0.106912202
Thoc2,5.45E-16,0.315636047,0.862,0.714,1.34E-11
Thoc3,0.591709243,-0.272876364,0.088,0.08,1
Thoc5,0.006163584,0.020837388,0.282,0.22,1
Thoc6,2.38E-06,0.704905834,0.066,0.03,0.058822812
Thoc7,0.003047943,-0.471525777,0.444,0.443,1
Thop1,0.131868136,-0.046230332,0.064,0.05,1
Thpo,2.30E-13,0.730884456,0.177,0.086,5.67E-09
Thra,0.005894117,0.08047231,0.752,0.658,1
Thrap3,1.45E-05,0.152642945,0.669,0.527,0.358648689
Thrb,1.77E-50,-0.399830559,0.987,0.992,4.37E-46
Thrsp,0.000906129,-2.243495725,0.008,0.026,1
Thsd1,2.51E-05,0.844647953,0.054,0.025,0.620001692
Thsd4,8.65E-173,2.378027331,0.734,0.282,2.13E-168
Thsd7a,2.32E-102,2.675446186,0.389,0.091,5.72E-98
Thsd7b,2.70E-06,-1.470437101,0.044,0.091,0.066587881
Thtpa,0.074319932,-0.884754031,0.011,0.02,1
Thumpd1,0.569886043,-0.323489744,0.067,0.06,1
Thumpd2,0.340176678,-0.476295905,0.183,0.187,1
Thumpd3,1.88E-07,0.184649374,0.362,0.247,0.004636663
Thy1,3.38E-40,0.796575124,0.67,0.396,8.35E-36
Thyn1,1.17E-06,-1.033339274,0.126,0.189,0.028812727
Tia1,0.014224396,-0.170990183,0.818,0.757,1
Tial1,1.83E-05,0.111497402,0.555,0.415,0.452257966
Tiam1,2.12E-21,0.532816112,0.812,0.67,5.23E-17
Tiam2,0.006257849,-0.210122693,0.653,0.64,1
Ticam1,1.16E-09,1.296531034,0.06,0.02,2.86E-05
Tifa,2.38E-14,-0.918300909,0.243,0.36,5.88E-10
Tigar,1.97E-06,-1.030693009,0.172,0.231,0.048621343
Tigd2,3.84E-09,-0.845016134,0.279,0.355,9.48E-05
Timeless,0.353278666,-0.045300277,0.027,0.021,1
Timm10,0.480570549,-0.336423606,0.027,0.031,1
Timm10b,0.010057838,-0.102435584,0.202,0.155,1
Timm13,0.77243071,-0.460102347,0.112,0.104,1
Timm17a,0.74475818,-0.27871518,0.334,0.297,1
Timm17b,0.379447625,-0.806332139,0.025,0.03,1
Timm21,0.014677951,-0.939231831,0.059,0.083,1
Timm22,0.000171183,-1.035851911,0.132,0.176,1
Timm23,2.99E-10,-0.694743472,0.436,0.491,7.39E-06
Timm29,0.709621655,-0.257882628,0.023,0.026,1
Timm44,0.163292795,-0.020899755,0.738,0.628,1
Timm50,0.838938885,-0.536369938,0.041,0.042,1
Timm8a1,0.048114126,0.412252112,0.025,0.015,1
Timm8b,0.008405123,-1.28669027,0.048,0.072,1
Timm9,0.782312946,-0.196618741,0.601,0.527,1
Timmdc1,2.08E-25,-1.288144104,0.328,0.468,5.14E-21
Timp1,0.165326209,0.13239421,0.038,0.028,1
