,RNA.0,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6
Best2,0.00149411170576757,0.0013340455357767,0,0,0.00489879438665362,0.00993213388747229,0
Asna1,0.0703191564490402,0.0635430732021925,0.0547219291691373,0.0488672782695844,0.0853163939120726,0.0598161617853594,0.0175826162983041
Trir,0.097135099980148,0.101931269794211,0.10436664834938,0.106591506546514,0.0734250744839834,0.137667301768128,0.114623104432712
Tnpo2,0.211978717344701,0.245808440047875,0.31552925748555,0.358884486468013,0.25005102097592,0.236161012530199,0.345617131392451
A230103J11Rik,0.0200145578175406,0.0197301441859885,0.0218608228153209,0.0114504094566489,0.00860623116990391,0,0.0415132212983011
Fbxw9,0.0686971233513898,0.0740683112800598,0.108024294071497,0.144081719165953,0.0756844067320329,0.0644722660014003,0.113006592871194
Dhps,0.465545670828565,0.45535514607543,0.860374205357039,0.754543628127419,0.399592103369085,0.760469690688412,0.934514366247538
Wdr83,0.116065454267462,0.0903715551158115,0.084405965004584,0.0906018509440721,0.13286001807979,0.136245781471536,0.0583686780230705
Wdr83os,0.0158498857552556,0.016629057088758,0.0134884018483618,0.010249218504716,0.0232903641023049,0.0175017259858724,0.0121158753160669
Man2b1,0.296622813821441,0.271008700903732,0.265013749874701,0.296848952451851,0.286458461902294,0.641103510211713,0.167317293770825
Zfp791,0.0230211680792739,0.0442696317821039,0.0213848001090639,0.0406505771159625,0.0243571272247611,0.096495714131126,0.0271845663819269
Cks1brt,0.00361559610899775,0,0.0024226381035062,0.0121011943360187,0.00210584481439926,0,0
Vps35,0.305503884124443,0.284623058560739,0.378493443556652,0.404539261352679,0.345094130548252,0.364960846431416,0.33746896679585
Orc6,0.316087832405353,0.28123675269115,0.110784137515408,0.106133290883501,0.235794932176798,0.239820138718308,0.0800704454257271
Mylk3,0.00659180897578985,0.0128242678210124,0.00830955006867845,0.0118200877041994,0.00829634555833418,0,0
4921524J17Rik,0.0907002129018696,0.0982237658057033,0.0841807620873875,0.0697566751657235,0.0815831535343669,0.0822231321208815,0.150499588441717
Gpt2,0.166313983744995,0.153128942067215,0.444349328403725,0.286518590502108,0.152899829057876,0.281856047261707,0.372088499083816
Dnaja2,1.14871155915243,1.13023698215017,0.734864864792059,0.866229955385865,1.13426494996282,1.01291966133177,0.77017266597522
Gm45425,0,0.00167831962645705,0.00241151014043736,0.00133117576295311,0,0,0
Neto2,0.339077394171857,0.401305363293339,0.213249666671261,0.127517636699146,0.298797742487645,0.223124017530676,1.0761717862838
Itfg1,0.758577041687755,0.730760368563004,0.832846318685191,0.640055749754535,0.669898303620404,0.639149492022329,0.752834158993644
Gm39214,0.228757584538638,0.229793416616461,0.119795016428018,0.0739432579363265,0.26548961990481,0.089031251376387,0.115321809082848
Phkb,0.543272321857792,0.579342956788959,0.599483668377835,0.445080570489468,0.499305175464442,0.624789146490177,0.466762696854566
Hm629797,0.000974380614645553,0,0.00432102449997739,0.000525812310349359,0,0,0
Abcc12,0.00684784632591752,0.00255469384780529,0.00258309662140576,0.0157597505546974,0.00318876962832834,0.00670040640532646,0.031517125316885
Lonp2,0.942719330407343,0.946011320588586,1.1574514491521,1.04383728397791,0.912104322325392,1.08827141519515,1.12519746210622
Siah1a,0.27611757651581,0.240339808240668,0.445493646793834,0.227469735207958,0.235918890151801,0.481444677895145,0.366179818223991
Gm10638,0.0134293180600546,0.0234720700526557,0.0110068864722856,0.0130634021259361,0.0202375672912005,0.0677942539312571,0.0147461032207787
N4bp1,0.317387388810004,0.292300970052395,0.470444280149834,0.329198279813805,0.311934996011622,0.385089463753031,0.866973425458552
2010110E17Rik,0,0,0.00348580866128193,0,0.00134663158960702,0,0
Gm27167,0.00147022154474413,0.00207867556055105,0.031074908984219,0.00506445069603026,0,0.00874361279085628,0
Gm5118,0.000606055757614545,0.00315305231229091,0.00633655535370487,0.00686713896599419,0.00591345448036659,0.00357908397640525,0
Gm27246,0.00151759225144657,0.0050445446649685,0.0249668000153173,0.0141980602814913,0,0.00387748090922274,0.0218025961554657
Gm10637,0,0,0.00199427511202085,0.00334077503600093,0,0,0
Gm27169,0,0.000735187731657654,0.0119085902152116,0.0239850551338577,0.00258114607015348,0.00239016190239678,0.00991903047461551
Gm2694,0.0978358094129606,0.0895293261103933,0.0686377642063336,0.037007080357362,0.03397224381454,0.0714582435904395,0.160867154534972
Gm27016,0.0642805815823736,0.0646688052303675,0.0143347433859864,0.00548955080573526,0.0164061185276873,0.0190949798377373,0.00917430552707589
1700120C18Rik,0.000525460340040099,0.00131286489438658,0.00158044496479717,0,0,0,0
Zfp423,0.0786766977772008,0.10224353946125,0.0348726241837551,0.0624241076372171,0.0751148429234475,0.150875237130102,0.00645273276458947
Cnep1r1,0.167880896883468,0.15553499924086,0.134350390836783,0.155545801592751,0.149900217858881,0.145192664462913,0.16821382802554
Heatr3,0.358340249132484,0.346828755177836,0.392147144323253,0.516193171891097,0.364968833116835,0.443156975387358,0.344007559320257
9430002A10Rik,0.00127573150444465,0,0.00441766061781359,0.00394048588654653,0,0,0
Tent4b,0.663952578508442,0.680007026253454,0.727651737871566,0.780045402807116,0.76869178641803,0.616818562883758,0.931359934673081
Adcy7,0.00804403087474961,0.013087726594414,0.00267846882201398,0.0289816617083945,0.0435258758924818,0.0123710125874957,0.0208042843442326
Brd7,0.481840732948213,0.440353982841854,0.427991407428569,0.467931414965366,0.408054086988755,0.430820934282659,0.26570225957557
Nkd1,0.00761425067881017,0.0102936986996349,0.00295592972554049,0.00480965143743455,0.00221938141401229,0.0270432959815007,0.00950707044056089
Snx20,0.0132129355547444,0.0143332501435742,0.00345853937581665,0.00305497052869931,0.00730343103220679,0.0054471808660146,0.00810679422047235
Nod2,0.0015092887168285,0,0.0011581603105052,0.014985668562068,0.00528322108567985,0,0.0122757809163619
Cyld,0.754928831308953,0.804354453003392,0.52640722871424,0.57024645401334,0.720837777081244,0.847408170653329,0.439896096371128
Tox3,0.056941251417985,0.0262675089758427,0.0542769927102226,0.0209600935661686,0.0229885531363964,0.0778352356952123,0.150415752443177
Gm35850,0.000975764736096621,0,0,0,0.00579028447734554,0,0
Chd9,2.61890143598528,2.65557219116231,2.21386139538811,2.26327170992208,2.52554559018456,2.32194031935048,1.94172086153109
Gm45641,0.00472893108905621,0.00365608480269457,0.00101426173713825,0,0.00303174724444493,0,0.00585366310529803
Rbl2,0.37972918819185,0.348583825226603,0.231889425574689,0.210241116489112,0.423188606522705,0.31561781148544,0.190043027717805
Aktip,0.248248253941657,0.255937059369922,0.198743706677651,0.191672242993643,0.195159667017699,0.276295116617707,0.234089066710116
Gm45464,0.0519037152719756,0.0473310202526821,0.0527014492657164,0.0448440851707403,0.0661478243049765,0.0946075385273758,0.0707234270454808
Gm36243,0.0136353245695591,0.0110917303111881,0.00378138590423588,0.00189382767763926,0.0151514700007741,0.0162699780756693,0
Rpgrip1l,0.505378287160846,0.50900039308192,0.382019904664733,0.434768872163142,0.551757798589646,0.548899421630804,0.391548396815008
Fto,1.84427995411165,1.99043267430018,1.81830018481662,2.23264273789725,2.0856419715596,2.22173162036565,1.98583146274153
4831440D22Rik,0.17543174721538,0.187564791261751,0.0786063459959548,0.069902948339726,0.209890364487257,0.107135518081783,0.0833794929714983
Gm3235,0.193167861658401,0.205297296165041,0.0828706394952839,0.073075777208876,0.181816999293744,0.118977054408263,0.0593025984903719
Gm28515,0.000633993193449075,0.00150561368060815,0,0,0,0.00349138727130977,0
Gm36670,0.00195714632408777,0,0,0.0029582297952905,0,0,0.0141959398092376
Gm45332,0.00105885728618299,0,0,0.00172874204800267,0.00171474114953503,0,0
Crnde,0.0145721130448592,0.0177276715500597,0.0253292384861413,0.0307289514412454,0.030464187329952,0.0187100096761819,0.0356307261214907
Lpcat2,0.157939880979027,0.135111811059841,0.114465482216766,0.086776752077519,0.119151079311219,0.206823347053135,0.0716971158478222
Slc6a2,0.00261133312107472,0.00193433511495249,0,0,0,0,0
Gm45765,0.00118083216549032,0.0024251026529002,0.00384718962797676,0,0.00248324976796619,0,0
Ces5a,0.0275381060890879,0.0278354061978734,0.032492645738245,0.0604087623889416,0.0351602646976668,0.0449147514789732,0.0465601287955406
Gm45708,0.0445934950847111,0.0535655917425455,0.0839879410421311,0.0871458363312468,0.081309431621761,0.0951155626738828,0.0534939368070673
Gm26843,0.0635268939636994,0.0784040018138608,0.0966544680784365,0.0517613425102305,0.051617100133985,0.0918096151037035,0.0828615429877618
Gm30606,0.0156140778771823,0.0153752915960027,0.0398239059631778,0.0180462262642193,0.0144172065884226,0.0318098981398203,0.0310696360968711
4930488L21Rik,0.182638432933574,0.187005566146597,0.338604548430923,0.268438145233149,0.138733667264112,0.254887752951249,0.325497497613615
Gnao1,2.38801780647461,2.38946336107266,4.34205630669443,4.71803931301128,2.32587863678109,2.85574109748576,3.63025636584358
Amfr,0.175258169062077,0.218513120613306,0.220724344199235,0.213388806243252,0.188802359199329,0.274817515710184,0.360791695023522
Nudt21,0.168023164544724,0.148404995938856,0.14274454338602,0.143295120310657,0.187999486234705,0.186880958195882,0.169175614774337
Ogfod1,0.429144135352261,0.379714226781978,0.466860588665801,0.594021464909363,0.427434799827021,0.592682594773865,0.53553947292077
Bbs2,0.0983583123151544,0.108014206127357,0.0739044187685929,0.0864762630301564,0.113766542154118,0.132915280477948,0.0373955779741546
Mt3,0.17575839666856,0.160436197548052,0.174006074604782,0.153889798450903,0.154992672279679,0.112950349175073,0.14831135787904
Gm45774,0.00127662268956826,0,0.00923938083908855,0.00287085437556509,0,0,0.00949731138830165
Mt2,0.022527318191016,0.0244589558391252,0.0857451123165473,0.0561143059645619,0.0370852952259969,0.0809121735341193,0.179263493357156
Mt1,0.0737696730890643,0.069135509123873,0.265489456098565,0.263173366823613,0.0806719249923365,0.178878626356471,0.326215584909291
Nup93,1.42531985352459,1.22118437076727,4.32568740286751,3.06033922404898,1.67184598608341,2.37378813305661,4.4316540899758
C78859,1.22098184094267,1.12172556015323,3.14105123035212,1.80492168686398,1.45944919442385,2.34999308488084,3.09620426994782
Slc12a3,0.00739694986933277,0.00744300696769788,0.0521025677639771,0.050369196101111,0.00593405934694298,0.0385004381042261,0.0872593303234291
Gm15890,0.0076626982184298,0.00295656179009156,0.00333467031002638,0.00366957706868262,0,0,0
Herpud1,0.054311785010175,0.0643561165926976,0.179647339040385,0.144120695825962,0.113897991340772,0.103832438706204,0.119086618795077
Nlrc5,0.00136430412849344,0.00654696032990051,0.0051020474565714,0.0141941773812431,0.010120426864912,0.00668420132488495,0.0077858517059969
Cpne2,0.00635475231422951,0.000526633155243555,0.0183431739303938,0.0239286148408943,0.0141840999869623,0.00764061791107117,0.123454749713477
Fam192a,0.127073966895534,0.110466640551242,0.0756237564227726,0.0961459137997173,0.155344027339066,0.107260972498215,0.137888086146887
Rspry1,0.517588730096393,0.428323729856205,0.647338487334428,0.632343928149078,0.427775844922343,0.600191495499969,0.725099214520547
Arl2bp,0.178217176669742,0.163756421716226,0.178854856211595,0.153352360137085,0.131590556649519,0.159226747350213,0.211039255243742
Pllp,0,0,0.00093545001974735,0.00898701098087704,0,0.0034850564265486,0.00273366777024835
Gm45767,0.0111757114389375,0.0115419507820687,0.0107099172794888,0.00440163252246243,0.00924634802623039,0.0326475989569883,0.0156555050722362
Cx3cl1,0.621967719884199,0.673182232738233,0.799271956603373,0.676095276175024,0.668639293343026,0.784306225425506,0.710797723879255
Ccl17,0.004064108506965,0.00250877677076835,0.00464020847572151,0,0.0128824284058016,0.00890135766881899,0
Ciapin1,0.224956107028844,0.250710878344128,0.175951360441516,0.25063197927256,0.27480927156874,0.208209221931622,0.277565794178366
Coq9,0.183437318450121,0.173552799722809,0.129026608085885,0.124616578521015,0.187155302774186,0.156363571843028,0.111480953088721
Polr2c,0.129574987370557,0.133578264505436,0.157786285394373,0.214472148424641,0.157753602358563,0.132467591509396,0.125831388437588
Dok4,0.0226216699115255,0.00844571483754293,0.0134237522861315,0.00639072207155191,0.0170641706989319,0.00888389459634711,0.00889533859908672
Adgrg1,0.0191412406958194,0.0309616137301478,0.0324327109047253,0.0479267690455403,0.0165907465851854,0.0487210951930119,0.0299167255655566
Adgrg3,0.0436497030034341,0.030279078600581,0.0101336871776775,0.0136399548278783,0.0366760889356124,0.0725098554698385,0.0134472595719633
Drc7,0.00483556448984185,0.00339653747866315,0.00316538240861622,0.00488856149957614,0.00376962044633992,0.0100456000217172,0.00303070528755029
Katnb1,0.0899814855226411,0.0758353743990891,0.0682054122115912,0.126570365206897,0.11166708015374,0.101942011640756,0.0708327892331503
Kifc3,0.129328916872326,0.105902836285305,0.128911804617885,0.198083288586705,0.186966013072603,0.193820024128081,0.0695695867891227
Gm31224,0.214698054918581,0.164520799561981,0.0551978712428276,0.0457234965578289,0.222764320522481,0.0995268874389788,0.0312855416860515
Gm45812,0.0187953898990792,0.014139212215884,0.0111665144953866,0.00296557488618765,0.0152302138784967,0.00810726909105709,0
Gm31036,0.0177956856304515,0.0217148270506735,0.00364346742033192,0.0056258279927968,0.0223814680529541,0.00823231513964123,0
Cngb1,0.00150565221842798,0.00360784219097317,0,0.00137160871459826,0,0,0
Zfp319,0.0295276092934418,0.0229881622595133,0.020211056737648,0.0105777208849609,0.0161514424257265,0.0222735920013898,0.00244013435379752
Usb1,0.0223855431818073,0.0282796554939575,0.0115949433518176,0.0211398852946396,0.0101532771704545,0.0325851776200555,0.00244013435379752
Mmp15,0,0.00594193756719012,0.00191993319337452,0.00522146252000851,0.00440326807962158,0.00261252538721545,0
Cfap20,0.225256016221893,0.201636857209395,0.149984672209596,0.179716776567693,0.166091262884035,0.194102220380899,0.134871262958796
Csnk2a2,0.525922503412073,0.517753993745682,0.588511217467863,0.700437926865358,0.458000499763405,0.437044336620553,0.495159485162593
4933406B17Rik,0.00155829066733486,0,0,0.00460462406074774,0,0,0
Ccdc113,0.0170247402057771,0.0113671306780715,0.0260609016223656,0.0369535999560972,0.0289052910266008,0.0159788877771484,0.00821781144889055
Prss54,0.0112038806172076,0.00470729323611621,0.0104672499826979,0.00862009643222978,0.00088307051388699,0.0102989856695365,0.011021433381497
Gm31518,0.016324445108961,0.014993264251806,0.0229965872158197,0.00934995077658971,0.0155084511511143,0.0240117532017734,0.0545797831445851
Gins3,0.014191160323763,0.0185592801035206,0.00621269426667728,0.0106121588602014,0.0347539653408386,0.0102453959331587,0.00317450642774062
Ndrg4,0.531051611002886,0.664671258811351,0.647293864540037,0.872935581493911,0.530237161191959,0.779753189659992,0.679819292354842
Setd6,0.0192931190741783,0.0173715680254474,0.00992453488204884,0.00731395602250301,0.0240131434190269,0.0297831645777056,0.0077858517059969
Cnot1,0.789029248686921,0.796716799639963,0.968214656421481,0.996861519822092,0.749232565672953,0.935184949517389,1.15457616530074
4930513N10Rik,0.00344181080317091,0.00316828770558926,0.0138793455840577,0.00354297197996538,0.00358382198180079,0.0143273448714469,0.0128432314430467
Gm31659,0.0240851285309277,0.0115365276132596,0.0185039702583783,0.00849878397520826,0.0201619491787972,0.0121933680706711,0.0214479892287977
Gm31805,0.0110865300305993,0.00365362950483388,0.0051682109172932,0.0126517468983344,0.00496209985033646,0,0.0088646734918617
Slc38a7,0.124610883962188,0.131827329689749,0.103341677333908,0.122279341683575,0.14202616816738,0.14255450067164,0.15521198978484
Got2,0.510227489509965,0.503147477675216,0.560209318429178,0.756847977013657,0.580155096385109,0.536988875442461,0.686865147980071
Gm32005,0,0,0,0.0018405384939387,0,0,0.00841330176662511
Gm32122,0.00403174959100213,0,0.00504893995376361,0,0,0,0
Gm39231,0,0,0.0071283173962001,0.00244109170920066,0,0,0.00673280979004406
Gm15679,0.110202159755074,0.123911313650128,0.0166378672860119,0.00464409681794928,0.106360812343326,0.0179115203590568,0.0199174698204812
Cdh8,4.37238148026876,4.97794272951493,3.65822704639103,4.36728789789012,5.39349822241678,3.06046364850925,2.33681137831027
Gm15680,0.672168552424525,0.98993497801831,0.113039575947702,0.103788988684148,1.12249847500771,0.354591938342235,0.0290439360135418
A330008L17Rik,1.21272542115597,2.05930632581712,0.981110719507955,1.19064743555225,2.26600434929172,1.4210539929859,0.297814101920112
Gm39232,0.000597315044980212,0,0.00058900689314767,0.00520868349247198,0,0,0
Cdh11,2.72622932828257,2.84917132758782,0.96371700646947,1.33217047793111,1.73458756141633,1.71234273312919,0.922702593721495
Gm32531,0.00201949471856665,0,0,0.00592297730250955,0.00376116516405622,0,0
Gm29682,0.002340067078361,0,0.00309633282011085,0.00649352105651158,0.00301768803311989,0.00319103548782476,0
Cdh5,0.000640520615155999,0.00142549073944196,0.00109304095799356,0.00416601272947513,0,0,0
Bean1,0.065419413372618,0.0619105171590936,0.0613963678431009,0.0623670290600087,0.07161618545922,0.0852705993484192,0.0749442916336516
Gm10631,0,0.000686999280574353,0.00430078300055308,0,0,0.00240693814361526,0
Gm45892,0,0,0.000957663607250662,0.00110503880012235,0.00100350343117893,0,0
Tk2,0.14339795037267,0.15724055216065,0.125482276267559,0.139282696642031,0.174135807774757,0.133050952406535,0.166049794899602
Cklf,0.0418344024985214,0.071735926166551,0.0413166632911186,0.041861393872855,0.0359736152149807,0.0401081220047871,0.0511804896410857
Cmtm2a,0.00214273531304934,0,0.00138216524065252,0.0024614878684955,0.00196321870491959,0,0.0102948671782605
Cmtm1,0,0.00192224223672347,0,0,0,0,0
Cmtm3,0.00299724709202744,0,0,0,0,0,0
Cmtm4,0.42732414655699,0.364374284890946,0.305876831483007,0.347646479394367,0.34409071378608,0.348836778389115,0.408119661377514
Gm45877,0.00118083216549032,0.0018343272329724,0.00253679814058713,0.00098504291142435,0,0,0
Dync1li2,0.815779662071731,0.698342616688712,1.0143871116782,0.893096626109729,0.773910155243072,1.44025444782465,0.878802405105157
K230015D01Rik,0.00654126158812448,0.00453343057798772,0.00205421143345149,0.00154662408566022,0.00112069077586319,0.0133429020166993,0
Terb1,0.0720515483169573,0.072664565792213,0.0737699313582443,0.0735068365070655,0.0628518279306626,0.151204596587052,0.113181069803014
Nae1,0.556558906179134,0.495746359770899,0.49245112924204,0.467962144909087,0.427490003735689,0.499349995144346,0.298882658191341
Car7,0.634248614160129,0.690999292541278,0.308873202921783,0.253171502240155,0.568804347220842,0.480898803327591,0.12836373667585
Pdp2,0.00322250480111535,0.0137747379175277,0.00256557432828321,0.00371695704561567,0.0116460591134138,0.0176508486878114,0
Cdh16,0.00180308082750845,0,0,0,0.000813383476797911,0,0
Gm33023,0,0.000991633980757938,0,0.00392588864452413,0,0.00428988466645074,0
Ciao2b,0.0143791849114211,0.00579294589152309,0.010281966343213,0.0096028361902621,0.0184900285308241,0.0391998861874982,0
1700082M22Rik,0.00634093788299558,0.00628167469594587,0,0.00457670707338677,0.00943107448281949,0,0.00310873935023617
4932416K20Rik,0,0.00118001591133455,0.00391891840942128,0.00305497052869931,0,0.0133215179460717,0
Ces2g,0,0.0022653494414781,0,0,0.00749611772422728,0.00357908397640525,0.00303070528755029
Ces4a,0.000308755528730875,0.00208060687141225,0,0.00671831345038367,0,0,0
Cbfb,0.03986449561614,0.00458314587308158,0.0240643357189098,0.0269831820152632,0.0251797300245452,0.0106473367816508,0.0937606958869884
D230025D16Rik,0.235503426210271,0.213899650945039,0.226494081857794,0.247460582292217,0.257009509345822,0.268767500675182,0.202008567121439
B3gnt9,0.0271690222356905,0.0255988402766686,0.0112638179599218,0.00947793166099582,0.0285965880620871,0.0293931808071979,0.0207496890414867
Tradd,0.0128807970433128,0.0173434342174967,0.00607175958694457,0.00959811159679482,0.0283713633878025,0.0252549556066895,0.00563830710956697
Fbxl8,0.0130346958406768,0.0114720782219852,0.00579226264989481,0.0110069136587319,0.0115646611727236,0.00618968155326345,0.00328191556222003
Hsf4,0.0440872686111807,0.0461338544039128,0.0179665712458105,0.0327168794082917,0.0453515612176772,0.0517646178086376,0.0581836330850437
Nol3,0.0854240553224248,0.0697064393268508,0.0469760513939762,0.0599598319266501,0.0519220858239102,0.0446998312160725,0.0492654198491282
4931428F04Rik,0.102107961287142,0.145636935693481,0.0554165583444586,0.0587354043089161,0.131999443778115,0.106243782617137,0.0607662660657318
Gm20163,0,0.00674512811225837,0,0.00416217845090378,0.00362563176633528,0,0
Exoc3l,0.00242501361214069,0.00376289914471096,0.000942905381896481,0.00343277982047248,0,0.00606165674777568,0
E2f4,0.137836262756346,0.116859479801042,0.170145525180899,0.210142136006416,0.1491413728098,0.137085005132131,0.183321543722423
Elmo3,0.00674655568691035,0.00220440561603204,0.0048707773875831,0.00936176855255012,0.0151042755099018,0.0121460032157064,0
Lrrc29,0.323452524766871,0.28852069789236,0.179719983300437,0.157294997144696,0.313388838689705,0.286768212891131,0.211224938274688
Tmem208,0.482886452597522,0.461854713717803,0.334722261851476,0.27467250923434,0.525894185254077,0.512765207107597,0.319226705145748
Fhod1,0.0146847460525831,0.0186521603043851,0.0119341729580009,0.0165720761266039,0.0120579252216605,0.0151041164326327,0
Slc9a5,0.097740653260869,0.142391713230759,0.10184818289405,0.220157328249068,0.111607584639613,0.04839177735667,0.0711193681147246
Plekhg4,0.00815473183635951,0.00399627999077444,0.00782716905892793,0.00275289979214044,0.00676569861611599,0.0152183200334095,0.016843405326463
Kctd19,0,0.00374172456902385,0,0.00147522195083056,0.00723713836286307,0,0
Lrrc36,0.0167490554635643,0.0245007858741028,0.0149581347500614,0.0261929165054167,0.0406733874753007,0.0198762865215992,0.00656733466746474
Tppp3,0.0252247392597807,0.0392641722758167,0.0339741110898856,0.0227930626576666,0.0496639416665297,0.017787494362912,0.0238516313354902
Zdhhc1,0.335780746041796,0.337666105087171,0.316313668171477,0.316266433685376,0.265170735701274,0.291289755786749,0.313758026156009
Hsd11b2,0.00182909466414747,0.0028055003536099,0.00351634541887254,0.000925491202141809,0.00417307059623006,0,0
Atp6v0d1,0.369593341507174,0.388783031157304,0.689250388379818,0.624106517211676,0.445956782542506,0.534237967250451,0.703333410618433
Gm38250,0.0706599599747304,0.057867450958324,0.0518595840245377,0.0311245162592542,0.074572925563246,0.0704004097407963,0.0834287357617535
Agrp,0.934325407425114,0.918473485788311,0.492482574035987,0.365302398820319,0.792556883032395,0.814194653281864,0.639040010692768
Ripor1,0.197934286299078,0.177285382877139,0.171015160816559,0.182119890260862,0.139884012107925,0.207904927953775,0.30538170871122
Gm5914,0.10066395916615,0.119160253785856,0.0630973121299224,0.0374063350495885,0.0751677894095608,0.0784870516894363,0.0928874589281204
Ctcf,0.454042091608712,0.422546979227581,0.410427114662026,0.323446245395993,0.349031878714567,0.408378636293169,0.384781136224305
Carmil2,0.0493115925571471,0.0452710423815244,0.0209801848761589,0.0165699079080027,0.0481980513719338,0.0250946273744708,0.0252808424692367
Acd,0.0954431737311377,0.0677733254749313,0.0274577284245326,0.0842407867224289,0.0657278854511373,0.0804507419797627,0.0581129640435243
Pard6a,0.0465240883561989,0.0453479595104529,0.0446424388602495,0.0255791917302889,0.0472746562728807,0.0236984176950594,0.0178795390241829
Enkd1,0.0738633912098857,0.0522714402854716,0.0281384490253479,0.0394683069247038,0.0676819288903563,0.0295062777449361,0.00724615652280446
4933405L10Rik,0.00485784276172478,0.000542052133490095,0,0,0.00430307404914977,0,0
Gfod2,0.497790926825261,0.556332723330551,0.747888079638304,0.966110203691432,0.550008605146583,0.485619189465724,0.892218296306886
Ranbp10,0.484184170618326,0.535234622444558,0.56220422455187,0.626712740178348,0.561950261798685,0.669249671868335,0.662892237217343
Tsnaxip1,0.0270753315822899,0.0333292003678138,0.0245904580313173,0.0132008189044972,0.0185233897655547,0.0214490692864002,0
Cenpt,0.0766534857309284,0.0879325387219467,0.115911626955448,0.0817789592197402,0.0678125169979529,0.106685491456601,0.065830879453683
Thap11,0.00910432927255579,0.0158243408049859,0.0014951256233696,0.0045117760180512,0.0155723495759077,0.00263249755046103,0
4930578M07Rik,0.00964440863771419,0.00559789239554174,0.0112880091881933,0,0.00309974723558903,0,0
Nutf2,0.113361976411203,0.0698717448900339,0.0897685408160632,0.130490939306635,0.119087340450941,0.0720073471585477,0.0737576541593206
Edc4,0.263127707762054,0.271124730414098,0.257282755948838,0.399907862167625,0.273020991021844,0.295197469076526,0.233972833675749
Nrn1l,0,0,0,0,0.00366917936266547,0.00628954551744091,0
Pskh1,0.161767455813489,0.12476084426929,0.150085780939147,0.122956826415341,0.117124247318242,0.156512074849596,0.10154809430509
Ctrl,0,0.000491634011516232,0.00329759937856127,0,0,0,0
Gm16156,0.0085069432011699,0.0174562775999884,0.00640441653291261,0.00664642957708321,0.0101724835148568,0.0215004790481405,0.00317450642774062
Psmb10,0.0374387477281025,0.0247316085082231,0.0348713016123432,0.0185183432499563,0.0159468322528726,0.0690677094591289,0
Lcat,0.000623768369354709,0,0.00122432198884741,0,0,0,0.00841220859698285
Slc12a4,0.0037101671471894,0.00376084551033877,0.00276588118478622,0.00279701330313599,0.00348360116862499,0.00659468784704545,0.00327648951670797
Gm45752,0,0,0.00490607567260191,0.0129762634527318,0.027369965294884,0.0027856487831729,0.00888822523473803
Dpep2,0.0027674802068969,0.00500410343195834,0.00109304095799356,0.0129053616115009,0,0,0
Dpep2.1,0,0.00211392021537624,0.00277710510120882,0,0,0,0.00317450642774062
Dus2,0.249710089990049,0.300933005529588,0.218930252049213,0.228045115285088,0.217013121235102,0.208736696332463,0.207163341979459
Dpep2nb,0.00316663837289744,0.00053112549422555,0.00104547284122927,0,0,0,0.016368289872202
Ddx28,0.00169852913052399,0.00161531403548023,0.00823004161977361,0.00298114041141526,0.00890022946628458,0,0
Nfatc3,0.489153038332033,0.474410041446665,0.257048627816503,0.316600393239456,0.550008249350514,0.431009193470594,0.334628660690468
Esrp2,0.000522885659547056,0,0,0,0.00157171022190034,0,0.00673280979004406
1810019D21Rik,0.00271388763743104,0.00288161185840912,0,0,0,0,0
Pla2g15,0.0650047077338904,0.055701484951982,0.057866124518542,0.0680134750580998,0.0574576033020995,0.0819385855889408,0.0944496472389999
Slc7a6,0.472217954632169,0.517336736587817,0.477662017153562,0.549651033407922,0.525276266722513,0.507203467696579,0.487226709737484
Slc7a6os,0.460552903148661,0.502686721502285,0.301437368720243,0.287293701977427,0.455600844726248,0.402024308411439,0.261351784851859
Prmt7,0.375042104561237,0.399302919262747,0.35867974060835,0.430193628246729,0.414980587669556,0.402346330834557,0.486327940350923
Smpd3,1.44464152702503,1.49861843396168,0.963574200924131,1.23939901505879,1.24327892211193,1.07289709009944,0.920896484575853
Gm10629,0.190058706041157,0.201464393960783,0.0763479356220155,0.104544922356115,0.198844221486655,0.0862453701871853,0.0844075542217054
Zfp90,0.0558676761523164,0.0575467409662859,0.0689367384405129,0.0385010945613733,0.0550094244055979,0.0741752352340459,0.0592085296322279
Cdh3,0.00283056786852578,0,0,0,0.00157171022190034,0,0.00550833990202867
Cdh1,0.00456825048398419,0.0236345945230718,0.0196488478411736,0.0708784239681096,0.0371034330825735,0,0
Tango6,0.187813835560607,0.193523120922961,0.234037473597457,0.190943275413337,0.190199465372094,0.303544208248482,0.186655498647581
Has3,0.0222096917217463,0.0106109770273304,0.00574574647783938,0.0167520972721224,0.00873681501197188,0.0066783537857918,0.00604642444690333
Utp4,0.199334591245066,0.216258429780162,0.221301208637969,0.239894235933219,0.173325269303892,0.26893517896983,0.201433708568257
Sntb2,2.07726052857703,1.92183911180502,3.69408871926224,2.41553295082287,1.79988285854999,2.90796882331839,2.43341418157776
Gm16208,0.00167142589306692,0.00680218015072686,0.00452265243822396,0.00175620502358935,0.00561327941319343,0.0157503083157029,0.00970520515429625
Vps4a,0.0878889620850011,0.12005391638596,0.135217523889666,0.12978666298338,0.101718942974907,0.0854271572844022,0.162362778855365
Cog8,0.186859326440004,0.182983335605446,0.0985524792143426,0.105711735143788,0.197702352932079,0.202918436199283,0.161765448846159
